"","movieId","title","totalRating","qtdObs","qtdGenres"
"7477",52281,"Grindhouse (2007)",0,0,"more"
"7478",52287,"Meet the Robinsons (2007)",0.5,1,"more"
"7479",52319,"Inglorious Bastards (Quel maledetto treno blindato) (1978)",0,0,"more"
"7480",52328,"Sunshine (2007)",0,0,"more"
"7481",52378,"No Way Out (1950)",0,0,"more"
"7482",52435,"How the Grinch Stole Christmas! (1966)",0,0,"more"
"7483",52456,"Perfect Stranger (2007)",3,1,"more"
"7484",52458,"Disturbia (2007)",0,0,"more"
"7485",52460,"Pathfinder (2007)",7,3,"more"
"7486",52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)",3.5,1,"more"
"7487",52528,"Tristana (1970)",0,0,"one"
"7488",52545,"Puccini for Beginners (2006)",0,0,"more"
"7489",52579,"Vie en Rose, La (Môme, La) (2007)",0,0,"more"
"7490",52604,"Fracture (2007)",0,0,"more"
"7491",52606,"Big Nothing (2006)",2.5,1,"more"
"7492",52617,"Woman on the Beach (Haebyeonui yeoin) (2006)",0,0,"more"
"7493",52644,"Vacancy (2007)",6.5,3,"more"
"7494",52666,"Benny's Video (1992)",0,0,"more"
"7495",52668,"In the Land of Women (2007)",0,0,"more"
"7496",52694,"Mr. Bean's Holiday (2007)",0,0,"one"
"7497",52712,"Invisible, The (2007)",3.5,1,"more"
"7498",52717,"Condemned, The (2007)",0,0,"more"
"7499",52722,"Spider-Man 3 (2007)",0,0,"more"
"7500",52730,"It's a Very Merry Muppet Christmas Movie (2002)",0,0,"more"
"7501",52767,"21 Up (1977)",0,0,"one"
"7502",52831,"Maniac Cop (1988)",1.5,1,"more"
"7503",52885,"Paprika (Papurika) (2006)",0,0,"more"
"7504",52913,"Sylvia Scarlett (1935)",0,0,"more"
"7505",52950,"Day Watch (Dnevnoy dozor) (2006)",0,0,"more"
"7506",52952,"This Is England (2006)",0,0,"one"
"7507",52967,"Away from Her (2006)",0,0,"one"
"7508",52973,"Knocked Up (2007)",0,0,"more"
"7509",52975,"Hairspray (2007)",0,0,"more"
"7510",53000,"28 Weeks Later (2007)",3.5,1,"more"
"7511",53024,"Jonestown: The Life and Death of Peoples Temple (2006)",0,0,"one"
"7512",53038,"Red Dust (1932)",0,0,"one"
"7513",53121,"Shrek the Third (2007)",2,1,"more"
"7514",53123,"Once (2006)",10,4,"more"
"7515",53125,"Pirates of the Caribbean: At World's End (2007)",82.5,22,"more"
"7516",53129,"Mr. Brooks (2007)",31.5,10,"more"
"7517",53133,"Gracie (2007)",10,3,"one"
"7518",53138,"Librarian: Return to King Solomon's Mines, The (2006)",324.5,85,"more"
"7519",53189,"Eagle vs Shark (2007)",0,0,"one"
"7520",53207,"88 Minutes (2008)",11.5,3,"more"
"7521",53318,"Cashback (2006)",0,0,"more"
"7522",53322,"Ocean's Thirteen (2007)",0,0,"more"
"7523",53326,"Them (Ils) (2006)",0,0,"one"
"7524",53435,"Hostel: Part II (2007)",0,0,"more"
"7525",53447,"Paranoid Park (2007)",8,2,"more"
"7526",53460,"Surf's Up (2007)",0,0,"more"
"7527",53464,"Fantastic Four: Rise of the Silver Surfer (2007)",0,0,"more"
"7528",53466,"Nancy Drew (2007)",15,4,"more"
"7529",53468,"Fido (2006)",7.5,2,"more"
"7530",53519,"Death Proof (2007)",3.5,1,"more"
"7531",53550,"Rescue Dawn (2006)",23.5,6,"more"
"7532",53737,"Night of the Generals, The (1967)",5,1,"more"
"7533",53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",0,0,"one"
"7534",53887,"O Lucky Man! (1973)",0,0,"more"
"7535",53894,"Sicko (2007)",2.5,1,"more"
"7536",53953,"1408 (2007)",0,0,"more"
"7537",53956,"Death at a Funeral (2007)",3.5,1,"one"
"7538",53972,"Live Free or Die Hard (2007)",19.5,6,"more"
"7539",53974,"License to Wed (2007)",17,4,"more"
"7540",53993,"Evan Almighty (2007)",0,0,"more"
"7541",53996,"Transformers (2007)",0,0,"more"
"7542",53999,"Captivity (2007)",6.5,2,"more"
"7543",54001,"Harry Potter and the Order of the Phoenix (2007)",0,0,"more"
"7544",54004,"I Now Pronounce You Chuck and Larry (2007)",0,0,"more"
"7545",54190,"Across the Universe (2007)",0,0,"more"
"7546",54220,"Sterile Cuckoo, The (1969)",2.5,1,"more"
"7547",54251,"Dorian Blues (2004)",0,0,"one"
"7548",54256,"Hot Rod (2007)",0,0,"one"
"7549",54259,"Stardust (2007)",0,0,"more"
"7550",54270,"Skinwalkers (2007)",18,5,"more"
"7551",54272,"Simpsons Movie, The (2007)",6.5,2,"more"
"7552",54276,"No Reservations (2007)",0,0,"more"
"7553",54281,"Charlie Bartlett (2007)",0,0,"more"
"7554",54286,"Bourne Ultimatum, The (2007)",0,0,"more"
"7555",54290,"Bratz: The Movie (2007)",3,1,"one"
"7556",54328,"My Best Friend (Mon meilleur ami) (2006)",0,0,"one"
"7557",54331,"You Kill Me (2007)",0,0,"more"
"7558",54372,"Tell No One (Ne le dis à personne) (2006)",0.5,1,"more"
"7559",54419,"Czech Dream (Ceský sen) (2004)",0,0,"one"
"7560",54426,"12:08 East of Bucharest (A fost sau n-a fost?) (2006)",34,10,"more"
"7561",54503,"Superbad (2007)",67,21,"one"
"7562",54513,"Talk to Me (2007)",29.5,9,"one"
"7563",54648,"Rush Hour 3 (2007)",0,0,"more"
"7564",54732,"Balls of Fury (2007)",4,1,"one"
"7565",54734,"Sydney White (2007)",0,0,"one"
"7566",54736,"Kingdom, The (2007)",0,0,"more"
"7567",54745,"Rocket Science (2007)",7,2,"more"
"7568",54768,"Daddy Day Camp (2007)",0,0,"more"
"7569",54771,"Invasion, The (2007)",4,1,"more"
"7570",54775,"War (2007)",13,6,"more"
"7571",54780,"Nanny Diaries, The (2007)",13,4,"more"
"7572",54785,"Halloween (2007)",10,3,"one"
"7573",54787,"Death Sentence (2007)",0,0,"more"
"7574",54881,"King of Kong, The (2007)",0,0,"one"
"7575",54910,"Behind the Mask: The Rise of Leslie Vernon (2006)",7.5,2,"more"
"7576",54995,"Planet Terror (2007)",5,1,"more"
"7577",54997,"3:10 to Yuma (2007)",8.5,2,"more"
"7578",54999,"Shoot 'Em Up (2007)",1,1,"more"
"7579",55031,"Evening with Kevin Smith, An (2002)",5,2,"more"
"7580",55052,"Atonement (2007)",51,13,"more"
"7581",55063,"My Winnipeg (2007)",26.5,7,"more"
"7582",55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",0,0,"one"
"7583",55071,"No End in Sight (2007)",17.5,4,"one"
"7584",55078,"Far from the Madding Crowd (1967)",35.5,9,"more"
"7585",55094,"In the Valley of Elah (2007)",0,0,"more"
"7586",55100,"I Could Never Be Your Woman (2007)",7.5,2,"more"
"7587",55110,"December Boys (2007)",8.5,2,"one"
"7588",55116,"Hunting Party, The (2007)",0,0,"more"
"7589",55118,"Eastern Promises (2007)",4,1,"more"
"7590",55156,"Unreasonable Man, An (2006)",20,5,"one"
"7591",55167,"Tekkonkinkreet (Tekkon kinkurîto) (2006)",0,0,"more"
"7592",55207,"Cashback (2004)",16,5,"more"
"7593",55232,"Resident Evil: Extinction (2007)",15,4,"more"
"7594",55245,"Good Luck Chuck (2007)",82.5,20,"more"
"7595",55247,"Into the Wild (2007)",4.5,2,"more"
"7596",55250,"Game Plan, The (2007)",0,0,"one"
"7597",55253,"Lust, Caution (Se, jie) (2007)",14.5,4,"more"
"7598",55259,"Seeker: The Dark Is Rising, The (2007)",19,5,"more"
"7599",55261,"Heartbreak Kid, The (2007)",0,0,"more"
"7600",55267,"Dan in Real Life (2007)",12.5,4,"more"
"7601",55269,"Darjeeling Limited, The (2007)",6.5,3,"more"
"7602",55272,"We Own the Night (2007)",0,0,"more"
"7603",55274,"Elizabeth: The Golden Age (2007)",107.5,27,"one"
"7604",55276,"Michael Clayton (2007)",4.5,2,"more"
"7605",55280,"Lars and the Real Girl (2007)",3,1,"more"
"7606",55282,"30 Days of Night (2007)",0,0,"more"
"7607",55290,"Gone Baby Gone (2007)",3,1,"more"
"7608",55294,"Weirdsville (2007)",0,0,"more"
"7609",55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",0,0,"more"
"7610",55417,"Irina Palm (2007)",4,1,"one"
"7611",55442,"Persepolis (2007)",0,0,"more"
"7612",55444,"Control (2007)",0,0,"one"
"7613",55451,"The Jane Austen Book Club (2007)",3,1,"more"
"7614",55498,"Silk (2007)",150,37,"more"
"7615",55555,"Edge of Heaven, The (Auf der anderen Seite) (2007)",9.5,4,"one"
"7616",55566,"Tyler Perry's Why Did I Get Married? (2007)",0,0,"more"
"7617",55577,"Saw IV (2007)",7,3,"more"
"7618",55652,"Scum (1979)",11.5,4,"more"
"7619",55684,"City of Violence, The (Jjakpae) (2006)",2.5,1,"more"
"7620",55687,"My Kid Could Paint That (2007)",4.5,2,"one"
"7621",55721,"Elite Squad (Tropa de Elite) (2007)",3,1,"more"
"7622",55732,"Martian Child (2007)",0,0,"more"
"7623",55757,"Chilly Scenes of Winter (Head Over Heels) (1979)",8,2,"more"
"7624",55765,"American Gangster (2007)",0,0,"more"
"7625",55768,"Bee Movie (2007)",8.5,2,"more"
"7626",55805,"Before the Devil Knows You're Dead (2007)",0,0,"more"
"7627",55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",12,4,"one"
"7628",55820,"No Country for Old Men (2007)",0,0,"more"
"7629",55830,"Be Kind Rewind (2008)",3,1,"one"
"7630",55851,"Crazy Love (2007)",0,0,"one"
"7631",55872,"August Rush (2007)",0,0,"more"
"7632",55895,"Desperate Hours, The (1955)",0,0,"more"
"7633",55908,"Man from Earth, The (2007)",1,1,"more"
"7634",55946,"Lions For Lambs (2007)",5,2,"more"
"7635",55995,"Beowulf (2007)",4,1,"more"
"7636",55999,"Mr. Magorium's Wonder Emporium (2007)",4,1,"more"
"7637",56003,"Southland Tales (2006)",0,0,"more"
"7638",56015,"Kansas City Confidential (1952)",0,0,"more"
"7639",56030,"Darfur Now (2007)",12.5,4,"one"
"7640",56069,"Murder Party (2007)",0,0,"more"
"7641",56079,"Smiley Face (2007)",0,0,"one"
"7642",56095,"XXY (2007)",4,1,"one"
"7643",56145,"Mist, The (2007)",0,0,"more"
"7644",56152,"Enchanted (2007)",0,0,"more"
"7645",56156,"Hitman (2007)",0,0,"more"
"7646",56169,"Awake (2007)",0,0,"more"
"7647",56171,"Golden Compass, The (2007)",3.5,1,"more"
"7648",56174,"I Am Legend (2007)",0,0,"more"
"7649",56176,"Alvin and the Chipmunks (2007)",0,0,"more"
"7650",56251,"Futurama: Bender's Big Score (2007)",0,0,"more"
"7651",56274,"Margot at the Wedding (2007)",0,0,"one"
"7652",56286,"I'm Not There (2007)",0,0,"one"
"7653",56333,"Savages, The (2007)",0,0,"more"
"7654",56336,"Wrong Turn 2: Dead End (2007)",0,0,"more"
"7655",56339,"Orphanage, The (Orfanato, El) (2007)",0,0,"more"
"7656",56367,"Juno (2007)",0,0,"more"
"7657",56563,"Helvetica (2007)",9.5,3,"one"
"7658",56587,"Bucket List, The (2007)",3.5,1,"more"
"7659",56607,"Kite Runner, The (2007)",16.5,4,"one"
"7660",56633,"Butterfly on a Wheel (Shattered) (2007)",0,0,"more"
"7661",56715,"Wristcutters: A Love Story (2006)",0,0,"more"
"7662",56757,"Sweeney Todd: The Demon Barber of Fleet Street (2007)",0,0,"more"
"7663",56775,"National Treasure: Book of Secrets (2007)",7,2,"more"
"7664",56782,"There Will Be Blood (2007)",37,11,"more"
"7665",56788,"Charlie Wilson's War (2007)",13,4,"more"
"7666",56801,"AVPR: Aliens vs. Predator - Requiem (2007)",0,0,"more"
"7667",56805,"Walk Hard: The Dewey Cox Story (2007)",0,0,"more"
"7668",56869,"Drained (O cheiro do Ralo) (2006)",0,0,"one"
"7669",56885,"Great Debaters, The (2007)",7,2,"one"
"7670",56908,"Dedication (2007)",180,51,"more"
"7671",56915,"Water Horse: Legend of the Deep, The (2007)",7.5,2,"more"
"7672",56921,"Battlestar Galactica: Razor (2007)",0,0,"more"
"7673",56941,"P.S. I Love You (2007)",0,0,"more"
"7674",56949,"27 Dresses (2008)",46.5,13,"more"
"7675",57038,"To the Left of the Father (Lavoura Arcaica) (2001)",11.5,3,"one"
"7676",57223,"D-War (Dragon Wars) (2007)",16.5,4,"more"
"7677",57243,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",166.5,46,"more"
"7678",57274,"[REC] (2007)",0,0,"more"
"7679",57326,"In the Name of the King: A Dungeon Siege Tale (2008)",0.5,1,"more"
"7680",57353,"Flawless (2007)",43.5,14,"more"
"7681",57368,"Cloverfield (2008)",424,111,"more"
"7682",57401,"Cleaner (2007)",1,1,"more"
"7683",57418,"Rachel, Rachel (1968)",0,0,"more"
"7684",57430,"Welcome to L.A. (1976)",4,1,"more"
"7685",57453,"Arranged (2007)",0,0,"more"
"7686",57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",32,10,"more"
"7687",57526,"Untraceable (2008)",8,3,"more"
"7688",57528,"Rambo (Rambo 4) (2008)",35.5,10,"more"
"7689",57532,"Meet the Spartans (2008)",0,0,"one"
"7690",57640,"Hellboy II: The Golden Army (2008)",4.5,1,"more"
"7691",57669,"In Bruges (2008)",4,1,"more"
"7692",57792,"Caramel (Sukkar banat) (2007)",2,2,"one"
"7693",57845,"Joe Strummer: The Future Is Unwritten (2007)",0,0,"one"
"7694",57910,"Teeth (2007)",9,3,"more"
"7695",57951,"Fool's Gold (2008)",29,12,"more"
"7696",57972,"Deep Water (2006)",12,5,"one"
"7697",57980,"Art of Negative Thinking, The (Kunsten å tenke negativt) (2006)",33.5,10,"more"
"7698",58025,"Jumper (2008)",0,0,"more"
"7699",58029,"It's a Free World... (2007)",2.5,1,"one"
"7700",58047,"Definitely, Maybe (2008)",23.5,7,"more"
"7701",58103,"Vantage Point (2008)",0,0,"more"
"7702",58105,"Spiderwick Chronicles, The (2008)",0,0,"more"
"7703",58107,"Step Up 2 the Streets (2008)",3.5,1,"more"
"7704",58146,"Witless Protection (2008)",0,0,"one"
"7705",58154,"Other Boleyn Girl, The (2008)",8,2,"more"
"7706",58156,"Semi-Pro (2008)",0,0,"one"
"7707",58191,"Taxi to the Dark Side (2007)",0,0,"one"
"7708",58293,"10,000 BC (2008)",0,0,"more"
"7709",58295,"Bank Job, The (2008)",11.5,3,"more"
"7710",58297,"Doomsday (2008)",0,0,"more"
"7711",58299,"Horton Hears a Who! (2008)",0,0,"more"
"7712",58301,"Funny Games U.S. (2007)",0,0,"more"
"7713",58303,"Counterfeiters, The (Die Fälscher) (2007)",2.5,1,"more"
"7714",58306,"Mongol (2007)",0,0,"more"
"7715",58315,"Love Guru, The (2008)",0,0,"one"
"7716",58347,"Penelope (2006)",15,4,"more"
"7717",58351,"City of Men (Cidade dos Homens) (2007)",0,0,"one"
"7718",58365,"Chicago 10 (2007)",0,0,"more"
"7719",58376,"Zeitgeist: The Movie (2007)",0,0,"more"
"7720",58425,"Heima (2007)",0,0,"one"
"7721",58432,"What Just Happened (2008)",0,0,"more"
"7722",58520,"Mala Noche (1985)",0,0,"one"
"7723",58554,"Class, The (Klass) (2007)",0,0,"one"
"7724",58559,"Dark Knight, The (2008)",0,0,"more"
"7725",58627,"Never Back Down (2008)",10,2,"one"
"7726",58649,"Napoléon (1927)",0,0,"more"
"7727",58655,"Drillbit Taylor (2008)",4.5,1,"one"
"7728",58706,"Under the Same Moon (Misma luna, La) (2007)",0,0,"one"
"7729",58803,"21 (2008)",0,0,"more"
"7730",58839,"Leatherheads (2008)",0,0,"more"
"7731",58879,"Shine a Light (2008)",0,0,"more"
"7732",58889,"Business of Being Born, The (2008)",0,0,"one"
"7733",58904,"Chan Is Missing (1982)",0,0,"one"
"7734",58964,"Inside (À l'intérieur) (2007)",6.5,2,"more"
"7735",58972,"Nim's Island (2008)",0,0,"more"
"7736",58975,"Ruins, The (2008)",0,0,"more"
"7737",58998,"Forgetting Sarah Marshall (2008)",3.5,1,"more"
"7738",59014,"Superhero Movie (2008)",0,0,"more"
"7739",59016,"Street Kings (2008)",37.5,10,"more"
"7740",59018,"Visitor, The (2007)",0,0,"more"
"7741",59022,"Harold & Kumar Escape from Guantanamo Bay (2008)",164,54,"more"
"7742",59037,"Speed Racer (2008)",11.5,3,"more"
"7743",59103,"Forbidden Kingdom, The (2008)",85.5,27,"more"
"7744",59118,"Happy-Go-Lucky (2008)",0,0,"more"
"7745",59126,"Religulous (2008)",0,0,"more"
"7746",59141,"Son of Rambow (2007)",0,0,"more"
"7747",59143,"Super High Me (2007)",4,1,"more"
"7748",59180,"Tarzan Finds a Son! (1939)",0,0,"more"
"7749",59258,"Baby Mama (2008)",197,55,"one"
"7750",59273,"Delirious (2006)",0,0,"more"
"7751",59306,"Prom Night (2008)",34.5,11,"more"
"7752",59315,"Iron Man (2008)",11,3,"more"
"7753",59333,"Made of Honor (2008)",0,0,"more"
"7754",59339,"Mister Lonely (2007)",117.5,34,"more"
"7755",59369,"Taken (2008)",0,0,"more"
"7756",59387,"Fall, The (2006)",0,0,"more"
"7757",59392,"Stargate: The Ark of Truth (2008)",2.5,1,"more"
"7758",59418,"American Crime, An (2007)",7,3,"one"
"7759",59421,"What Happens in Vegas... (2008)",10,3,"more"
"7760",59429,"American Pie Presents Beta House (American Pie 6: Beta House) (2007)",99.5,30,"one"
"7761",59447,"Fiorile (1993)",25.5,6,"one"
"7762",59501,"Chronicles of Narnia: Prince Caspian, The (2008)",0,0,"more"
"7763",59519,"Reprise (2006)",0,0,"one"
"7764",59549,"Shelter (2007)",66.5,19,"more"
"7765",59590,"Young at Heart (a.k.a. Young@Heart) (2007)",2.5,1,"more"
"7766",59594,"War, Inc. (2008)",8,2,"more"
"7767",59615,"Indiana Jones and the Kingdom of the Crystal Skull (2008)",0,0,"more"
"7768",59669,"Following Sean (2005)",6.5,2,"one"
"7769",59684,"Lake of Fire (2006)",0,0,"one"
"7770",59721,"Grand, The (2007)",4,1,"one"
"7771",59725,"Sex and the City (2008)",3.5,1,"more"
"7772",59727,"Strangers, The (2008)",0,0,"more"
"7773",59731,"Bigger, Stronger, Faster* (2008)",7,2,"one"
"7774",59784,"Kung Fu Panda (2008)",0,0,"more"
"7775",59805,"Antonio das Mortes (O Dragão da Maldade contra o Santo Guerreiro) (1969)",0,0,"more"
"7776",59810,"Recount (2008)",0,0,"one"
"7777",59814,"Ex Drummer (2007)",14,4,"more"
"7778",59832,"Where the Sidewalk Ends (1950)",8,2,"more"
"7779",59834,"100 Rifles (1969)",0,0,"more"
"7780",59846,"Iron Mask, The (1929)",0,0,"more"
"7781",59900,"You Don't Mess with the Zohan (2008)",20.5,5,"one"
"7782",59935,"Flesh Gordon (1974)",38,10,"more"
"7783",59945,"Mark of Zorro, The (1920)",0,0,"more"
"7784",59985,"Chaos Theory (2007)",6.5,2,"more"
"7785",59995,"Boy A (2007)",16.5,5,"more"
"7786",60037,"Happening, The (2008)",119.5,33,"more"
"7787",60040,"Incredible Hulk, The (2008)",0,0,"more"
"7788",60069,"WALL·E (2008)",2.5,1,"more"
"7789",60072,"Wanted (2008)",9.5,3,"more"
"7790",60074,"Hancock (2008)",3.5,1,"more"
"7791",60086,"Boy Culture (2006)",0,0,"one"
"7792",60126,"Get Smart (2008)",21.5,5,"more"
"7793",60128,"Young People Fucking (a.k.a. YPF) (2007)",20.5,5,"one"
"7794",60135,"Surfwise (2007)",52,13,"one"
"7795",60137,"Rape of Europa, The (2006)",0,0,"one"
"7796",60161,"Futurama: The Beast with a Billion Backs (2008)",9.5,3,"more"
"7797",60291,"Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)",12,3,"one"
"7798",60293,"Wackness, The (2008)",3.5,1,"more"
"7799",60295,"Up the Yangtze (2007)",3,1,"one"
"7800",60333,"Encounters at the End of the World (2008)",57,15,"one"
"7801",60343,"Wee Willie Winkie (1937)",0,0,"one"
"7802",60382,"Roman Polanski: Wanted and Desired (2008)",1,1,"one"
"7803",60384,"Z Channel: A Magnificent Obsession (2004)",11,5,"one"
"7804",60397,"Mamma Mia! (2008)",3,1,"more"
"7805",60471,"Rogue (2007)",0,0,"more"
"7806",60487,"It's the Great Pumpkin, Charlie Brown (1966)",3.5,1,"more"
"7807",60514,"Journey to the Center of the Earth (2008)",14.5,5,"more"
"7808",60516,"Meet Dave (2008)",24.5,7,"more"
"7809",60609,"Death Note (2006)",4.5,1,"more"
"7810",60649,"Space Chimps (2008)",6,2,"more"
"7811",60674,"Stargate: Continuum (2008)",37.5,13,"one"
"7812",60684,"Watchmen (2009)",4.5,3,"more"
"7813",60753,"Felon (2008)",0,0,"more"
"7814",60756,"Step Brothers (2008)",20,6,"one"
"7815",60760,"X-Files: I Want to Believe, The (2008)",14.5,5,"more"
"7816",60763,"American Teen (2008)",6,2,"one"
"7817",60766,"Man on Wire (2008)",7.5,2,"one"
"7818",60832,"Pathology (2008)",3.5,1,"more"
"7819",60857,"Tracey Fragments, The (2007)",2,1,"one"
"7820",60937,"Mummy: Tomb of the Dragon Emperor, The (2008)",39.5,10,"more"
"7821",60943,"Frozen River (2008)",0,0,"one"
"7822",60950,"Vicky Cristina Barcelona (2008)",0,0,"more"
"7823",60990,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki) (1961)",1,1,"one"
"7824",61013,"Absolute Giganten (1999)",6,2,"more"
"7825",61024,"Pineapple Express (2008)",12,4,"more"
"7826",61026,"Red Cliff (Chi bi) (2008)",0,0,"more"
"7827",61071,"Sisterhood of the Traveling Pants 2, The (2008)",4,1,"more"
"7828",61075,"Elegy (2008)",0,0,"more"
"7829",61123,"High School Musical 2 (2007)",98,26,"more"
"7830",61132,"Tropic Thunder (2008)",3,1,"more"
"7831",61160,"Star Wars: The Clone Wars (2008)",8,2,"more"
"7832",61167,"Henry Poole is Here (2008)",8,2,"more"
"7833",61206,"In the City of Sylvia (En la ciudad de Sylvia) (2007)",2,1,"one"
"7834",61210,"Mutant Chronicles (2008)",19.5,5,"more"
"7835",61236,"Waltz with Bashir (Vals im Bashir) (2008)",12,3,"more"
"7836",61240,"Let the Right One In (Låt den rätte komma in) (2008)",3,1,"more"
"7837",61248,"Death Race (2008)",0,0,"more"
"7838",61250,"House Bunny, The (2008)",0,0,"one"
"7839",61289,"Sukiyaki Western Django (2008)",0,0,"more"
"7840",61323,"Burn After Reading (2008)",0,0,"more"
"7841",61348,"Disaster Movie (2008)",18.5,5,"one"
"7842",61350,"Babylon A.D. (2008)",0,0,"more"
"7843",61352,"Traitor (2008)",23,8,"more"
"7844",61357,"Trouble the Water (2008)",0,0,"one"
"7845",61361,"Women, The (2008)",11,3,"more"
"7846",61394,"Onion Movie, The (2008)",0,0,"one"
"7847",61401,"Spirit, The (2008)",7,2,"more"
"7848",61465,"Bangkok Dangerous (2008)",0,0,"more"
"7849",61634,"Son of Lassie (1945)",10,4,"more"
"7850",61646,"DarkBlueAlmostBlack (Azuloscurocasinegro) (2006)",8.5,2,"more"
"7851",61705,"Lakeview Terrace (2008)",20.5,6,"more"
"7852",61729,"Ghost Town (2008)",24.5,7,"more"
"7853",62049,"1984 (1956)",20,7,"more"
"7854",62081,"Eagle Eye (2008)",0,0,"more"
"7855",62113,"How to Lose Friends & Alienate People (2008)",4,1,"one"
"7856",62115,"Six Shooter (2004)",0,0,"more"
"7857",62155,"Nick and Norah's Infinite Playlist (2008)",3.5,1,"more"
"7858",62203,"Martyrs (2008)",4,1,"one"
"7859",62250,"Gomorrah (Gomorra) (2008)",0,0,"more"
"7860",62331,"Dead Leaves (2004)",0,0,"more"
"7861",62336,"FLCL (2000)",0,0,"more"
"7862",62344,"Rachel Getting Married (2008)",3.5,1,"more"
"7863",62374,"Body of Lies (2008)",15.5,4,"more"
"7864",62376,"City of Ember (2008)",0,0,"more"
"7865",62378,"Magicians (2007)",3,1,"one"
"7866",62383,"20,000 Leagues Under the Sea (1916)",3.5,1,"more"
"7867",62394,"Max Payne (2008)",24.5,8,"more"
"7868",62434,"Zack and Miri Make a Porno (2008)",11.5,3,"more"
"7869",62437,"W. (2008)",14,4,"one"
"7870",62511,"Synecdoche, New York (2008)",39,9,"more"
"7871",62644,"Wave, The (Welle, Die) (2008)",27,7,"one"
"7872",62718,"Angus, Thongs and Perfect Snogging (2008)",6,2,"more"
"7873",62733,"Quarantine (2008)",0,0,"more"
"7874",62764,"Black Moon (1975)",3,1,"more"
"7875",62792,"Pride and Glory (2008)",13,4,"more"
"7876",62801,"Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972)",8.5,2,"more"
"7877",62849,"RocknRolla (2008)",7.5,2,"more"
"7878",62912,"High School Musical 3: Senior Year (2008)",6.5,2,"one"
"7879",62956,"Futurama: Bender's Game (2008)",16,4,"more"
"7880",62999,"Madagascar: Escape 2 Africa (2008)",19,5,"more"
"7881",63062,"Changeling (2008)",4.5,1,"more"
"7882",63072,"Road, The (2009)",22.5,5,"more"
"7883",63082,"Slumdog Millionaire (2008)",8.5,3,"more"
"7884",63113,"Quantum of Solace (2008)",0,0,"more"
"7885",63131,"Role Models (2008)",14,4,"one"
"7886",63179,"Tokyo! (2008)",7,2,"one"
"7887",63239,"Cinderella (1997)",7,2,"more"
"7888",63276,"Crows Zero (Kurôzu zero) (2007)",5,1,"one"
"7889",63393,"Camp Rock (2008)",4,1,"more"
"7890",63436,"Saw V (2008)",2.5,1,"more"
"7891",63479,"Sex Drive (2008)",29,8,"one"
"7892",63481,"Soul Men (2008)",3.5,1,"more"
"7893",63515,"The Island (2006)",3,1,"more"
"7894",63540,"Beverly Hills Chihuahua (2008)",10,2,"more"
"7895",63629,"Fanny (1961)",8.5,2,"more"
"7896",63808,"Class, The (Entre les murs) (2008)",24.5,6,"one"
"7897",63826,"Splinter (2008)",127.5,33,"more"
"7898",63836,"Manson Family, The (2003)",37,9,"more"
"7899",63853,"Australia (2008)",0,0,"more"
"7900",63859,"Bolt (2008)",0.5,1,"more"
"7901",63876,"Milk (2008)",0,0,"one"
"7902",63992,"Twilight (2008)",2.5,1,"more"
"7903",64030,"Transporter 3 (2008)",8,2,"more"
"7904",64032,"Four Christmases (2008)",0,0,"one"
"7905",64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",0,0,"more"
"7906",64114,"Fireproof (2008)",82,20,"more"
"7907",64116,"Igor (2008)",0,0,"more"
"7908",64153,"Devil's Chair, The (2006)",9,3,"one"
"7909",64197,"Hunger (2008)",9.5,4,"one"
"7910",64229,"Cadillac Records (2008)",0,0,"more"
"7911",64249,"Shrek the Halls (2007)",10.5,4,"more"
"7912",64278,"Pervert's Guide to Cinema, The (2006)",0,0,"one"
"7913",64285,"Wallace and Gromit in 'A Matter of Loaf and Death' (2008)",0,0,"more"
"7914",64321,"Friend of Mine, A (Ein Freund von mir) (2006)",10,3,"more"
"7915",64338,"Gypsy (1993)",1.5,1,"more"
"7916",64497,"Day the Earth Stood Still, The (2008)",0,0,"more"
"7917",64499,"Che: Part One (2008)",3,1,"more"
"7918",64501,"Che: Part Two (2008)",4.5,1,"more"
"7919",64508,"Starship Troopers 3: Marauder (2008)",0,0,"more"
"7920",64575,"Doubt (2008)",0,0,"more"
"7921",64614,"Gran Torino (2008)",0,0,"more"
"7922",64620,"Frost/Nixon (2008)",7.5,2,"one"
"7923",64622,"Reader, The (2008)",23.5,5,"more"
"7924",64660,"Waiter (Ober) (2006)",6,2,"one"
"7925",64695,"Sword of the Stranger (Sutorejia: Mukô hadan) (2007)",0,0,"more"
"7926",64701,"I've Loved You So Long (Il y a longtemps que je t'aime) (2008)",0,0,"more"
"7927",64716,"Seven Pounds (2008)",0,0,"one"
